STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,PREP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAL,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01400,A01400,N01700,A01700,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N03230,A03230,N03240,A03240,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19550,A19550,N19570,A19570,N19700,A19700,N20800,A20800,n21020,a21020,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07220,A07220,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11902,A11902
1,AL,35592,3,260,60,190,30,220,690,250,0,0,0,0,0,40,60,15774,260,15901,230,13134,70,62,30,17,30,16,30,17,60,257,30,-10,30,366,60,1334,30,0,0,60,802,0,0,50,127,30,9,0,0,0,0,0,0,0,0,0,0,0,0,60,1088,3790,40,336,50,128,0,0,40,15,50,9,60,162,30,131,0,0,0,0,0,0,0,0,50,251,40,432,0,0,260,9594,260,1274,0,0,0,0,130,200,0,0,0,0,0,0,40,6,100,162,0,0,30,64,0,0,0,0,0,0,260,1722,0,0,0,0,0,0,0,0,0,0,240,1074,250,1153,0,0,0,0,50,97,210,658
1,AL,35592,4,130,0,120,0,110,370,110,0,0,0,0,0,0,40,11426,130,11568,120,9338,50,58,0,0,0,0,30,22,40,411,0,0,30,533,40,914,0,0,0,20,514,0,0,40,142,0,0,0,0,0,0,0,0,30,28,0,0,0,0,50,913,3991,0,0,40,132,0,0,40,27,30,9,50,181,30,215,0,0,0,0,0,0,0,0,40,231,0,0,0,0,130,7952,130,1116,0,0,0,0,60,109,0,0,30,18,40,44,0,0,50,77,0,0,40,108,0,0,0,0,0,0,130,1369,0,0,0,0,0,0,30,26,0,0,130,1007,130,1077,0,0,0,0,30,61,100,346
1,AL,35592,5,130,0,130,0,110,360,110,0,0,0,0,0,0,50,20105,130,20265,120,13528,70,102,30,137,30,111,70,66,30,126,30,140,0,0,40,1520,20,0,0,40,972,20,1236,60,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2274,14062,0,0,80,546,0,0,70,61,60,20,90,636,60,404,0,0,0,0,0,0,0,0,80,816,20,184,0,0,130,15822,130,2892,0,0,0,0,60,83,0,0,0,0,0,0,0,0,30,46,0,0,0,0,0,0,0,0,0,0,130,3126,0,0,0,0,0,0,0,0,0,0,130,2798,130,2926,0,0,0,0,40,246,80,340
1,AL,35592,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35593,1,260,150,50,50,190,370,110,0,0,0,0,30,50,70,3134,260,3186,210,2525,50,33,0,0,0,0,0,0,40,279,20,98,0,0,50,296,30,30,79,0,0,0,0,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,97,0,0,0,0,110,503,110,56,0,0,0,0,20,7,0,0,0,0,0,0,0,0,0,0,0,0,60,81,20,93,30,97,0,0,240,543,110,242,90,208,50,57,0,0,0,0,90,48,120,106,0,0,0,0,40,32,220,459
1,AL,35593,2,210,100,80,40,170,430,140,0,0,0,0,0,60,40,7829,210,7874,200,7032,40,12,30,47,30,24,30,21,20,141,0,0,40,382,40,398,0,0,0,50,247,0,0,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,835,2335,0,0,20,39,0,0,40,22,40,8,60,129,30,141,0,0,0,0,0,0,0,0,0,0,30,219,0,0,210,4021,210,494,0,0,0,0,80,79,0,0,0,0,30,32,60,9,70,61,0,0,0,0,0,0,0,0,0,0,210,1038,70,129,50,104,40,55,20,17,0,0,170,415,180,448,0,0,0,0,0,0,200,604
1,AL,35593,3,100,0,80,0,80,240,70,0,0,0,0,0,0,30,5860,100,5961,90,5010,30,22,0,0,0,0,0,0,30,78,0,0,0,0,20,296,30,0,0,40,670,0,0,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,166,0,0,0,0,100,3636,100,478,0,0,0,0,40,62,0,0,0,0,0,0,0,0,30,51,0,0,30,71,0,0,0,0,0,0,90,656,0,0,0,0,0,0,0,0,0,0,90,416,100,454,0,0,0,0,30,61,80,227
1,AL,35593,4,60,0,60,0,50,170,50,0,0,0,0,0,0,20,5276,60,5326,60,4536,50,6,0,0,0,0,40,30,0,0,0,0,0,0,30,585,0,0,0,0,0,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,371,1726,0,0,0,0,0,0,40,21,40,10,20,78,30,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3683,60,498,0,0,0,0,50,75,0,0,0,0,0,0,0,0,40,54,0,0,0,0,0,0,0,0,0,0,60,614,0,0,0,0,0,0,0,0,0,0,60,450,60,474,0,0,0,0,0,0,50,162
1,AL,35593,5,40,0,40,0,40,110,40,0,0,0,0,0,0,0,5131,40,5131,40,3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,551,3178,0,0,20,118,0,0,0,0,0,0,20,139,0,0,0,0,0,0,0,0,0,0,20,105,0,0,0,0,40,3974,40,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,786,0,0,0,0,0,0,0,0,0,0,40,656,40,714,0,0,0,0,0,0,30,74
1,AL,35593,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35594,1,1170,630,290,250,770,1900,590,0,0,0,0,60,260,260,15042,1170,15246,910,11698,250,211,50,83,50,71,0,0,220,923,30,-6,70,462,190,1682,0,50,156,70,106,30,100,200,204,0,0,0,0,30,107,0,0,20,10,20,35,0,0,60,876,835,40,398,0,0,30,20,30,22,30,6,60,79,20,144,0,0,0,0,0,0,0,0,50,150,0,0,0,0,440,2331,450,253,0,0,30,9,110,29,0,0,0,0,0,0,70,11,40,11,0,0,160,208,80,387,80,379,30,14,1050,2810,500,1375,460,1209,290,354,30,24,60,45,380,224,540,457,0,0,0,0,90,53,990,2402
1,AL,35594,2,740,240,350,130,530,1670,590,0,0,0,0,40,150,180,26764,740,27040,640,21983,200,175,60,104,50,88,70,34,110,537,40,102,60,466,160,2494,40,50,117,160,955,0,0,120,276,20,6,0,0,0,0,0,0,30,39,0,0,0,0,110,1588,3963,50,490,90,160,30,29,80,40,60,12,110,229,60,292,0,0,0,0,0,0,0,0,80,342,60,228,0,0,700,12101,700,1445,0,0,30,46,320,263,20,1,50,20,40,36,110,21,200,182,0,0,70,145,40,214,50,259,40,27,720,3197,230,501,190,421,200,267,30,21,0,0,530,1182,580,1368,0,0,0,0,100,132,630,1943
1,AL,35594,3,390,70,280,30,290,990,330,0,0,0,0,0,60,100,23586,390,23784,350,18460,140,110,40,72,40,52,80,58,70,445,40,56,40,581,110,2358,30,40,100,100,1431,40,407,90,198,0,0,0,0,20,196,40,167,30,41,0,0,0,0,110,1845,6601,50,324,90,207,30,45,90,63,70,19,110,313,70,365,0,0,0,0,30,42,0,0,90,403,50,374,0,0,380,14508,380,1939,0,0,0,0,180,268,0,0,30,14,30,39,40,6,130,199,50,27,40,113,0,0,0,0,0,0,380,2423,0,0,0,0,0,0,30,21,0,0,360,1671,370,1815,0,0,0,0,100,206,280,792
1,AL,35594,4,250,40,220,20,180,670,200,0,0,0,0,0,40,70,21602,250,21756,240,17298,130,119,50,76,40,70,60,53,50,221,30,92,30,438,80,1990,0,0,0,60,1197,0,0,100,154,20,6,0,0,0,0,0,0,30,41,0,0,0,0,100,2027,8566,50,370,90,299,0,0,90,54,60,18,100,394,80,449,0,0,0,0,30,38,0,0,90,507,40,202,0,0,250,15000,250,2068,0,0,0,0,120,215,0,0,30,14,30,41,0,0,90,139,0,0,30,53,0,0,0,0,0,0,250,2412,0,0,0,0,0,0,20,23,0,0,250,1853,250,1931,0,0,0,0,70,169,180,635
1,AL,35594,5,250,0,230,0,190,750,260,0,0,0,0,0,0,80,32267,250,32511,240,26338,160,177,70,367,60,295,130,155,60,346,80,635,50,1008,90,3044,30,0,0,50,1164,30,526,90,244,40,11,0,0,0,0,0,0,30,26,0,0,0,0,150,3231,18995,0,0,140,697,0,0,130,101,100,29,150,920,120,776,0,0,0,0,0,0,0,0,140,1080,40,340,0,0,250,24643,250,4066,0,0,0,0,130,212,0,0,30,13,50,54,0,0,70,102,0,0,40,95,0,0,0,0,0,0,250,4372,0,0,0,0,0,0,40,32,0,0,250,3857,250,3992,0,0,0,0,90,329,180,804
1,AL,35594,6,40,0,40,0,40,140,60,0,0,0,0,0,0,0,16417,40,16693,40,8157,30,203,20,600,20,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4538,20,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1508,15875,0,0,40,564,0,0,30,73,30,10,40,652,20,182,0,0,0,0,0,0,0,0,40,637,0,0,0,0,40,14518,40,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3824,0,0,0,0,0,0,0,0,0,0,40,3752,40,3872,0,0,20,44,20,732,0,0
1,AL,35601,1,6530,3660,730,2080,3670,11560,4980,340,320,20,130,260,1910,1090,87892,6530,88982,5370,70960,530,363,280,517,260,373,70,28,1120,6374,220,113,260,1376,790,7742,0,190,459,310,547,50,280,1080,1090,0,0,0,0,40,98,0,0,130,108,50,125,0,0,290,3825,4381,210,1704,110,111,150,128,140,88,160,29,280,366,130,568,0,0,0,0,20,21,0,0,230,706,110,430,0,0,2560,14196,2590,1528,0,0,140,51,870,288,0,0,80,29,200,109,330,53,270,77,30,14,880,1166,410,1704,420,1736,160,87,6100,17425,2950,8802,2750,7871,2190,3016,380,345,170,86,2020,1240,2910,2528,0,0,0,0,460,338,5790,15181
1,AL,35601,2,3690,1570,950,1080,2240,8610,3980,100,100,0,0,120,920,750,129430,3690,130264,3240,107845,520,465,270,813,240,586,320,167,360,1294,190,171,260,2448,720,12348,30,110,294,600,3966,60,75,460,834,60,13,0,0,30,139,50,141,170,167,30,90,0,0,620,9011,23540,270,2167,450,722,150,166,390,289,360,115,620,1314,350,1495,20,60,0,0,120,119,0,0,520,2159,240,1637,0,0,3420,59188,3410,7204,0,0,120,97,1770,1458,80,5,180,112,260,273,600,111,1040,861,120,90,190,367,190,757,200,859,150,110,3640,15139,1000,2134,850,1853,1060,2005,220,198,60,54,2510,5746,2660,6288,0,0,0,0,490,618,3150,9364
1,AL,35601,3,1500,500,740,240,950,3380,1130,40,40,0,0,0,210,500,91603,1500,92339,1240,67163,460,376,270,1053,250,765,330,206,190,1196,210,355,220,2914,490,11701,0,40,137,420,6120,50,374,310,736,40,12,0,0,30,194,40,157,130,138,20,49,0,0,550,9282,33443,180,1631,430,993,110,159,420,298,350,121,540,1592,380,1663,0,0,40,32,110,109,0,0,460,2427,220,1735,0,0,1500,58409,1500,8074,0,0,50,91,650,902,70,4,100,59,120,145,110,18,420,622,70,38,130,308,40,136,60,245,50,49,1480,10040,0,0,0,0,100,161,90,87,0,0,1400,7172,1430,7562,0,0,0,0,350,696,1120,3045
1,AL,35601,4,760,180,520,50,490,1770,500,0,0,0,0,0,70,290,64895,760,65466,600,43506,320,314,200,1260,200,981,240,181,100,936,160,894,140,2887,280,9231,0,20,52,240,5022,60,993,200,571,40,10,0,0,20,204,0,0,80,86,0,0,0,0,360,7439,30920,90,1068,280,1248,80,142,300,281,260,81,360,1769,250,1288,0,0,0,0,70,71,0,0,320,2081,100,1042,30,97,750,46000,750,6794,0,0,0,0,300,478,60,18,40,21,70,91,0,0,190,312,40,23,70,193,0,0,0,0,0,0,740,7640,0,0,0,0,0,0,60,55,0,0,740,6316,740,6571,0,0,0,0,230,678,490,1606
1,AL,35601,5,830,120,670,30,540,2100,600,0,0,0,0,0,50,350,110192,830,111713,670,70675,470,903,310,3123,300,2664,380,400,160,2825,270,3023,190,5328,340,14780,20,20,72,270,6588,120,3160,280,1521,60,16,0,0,50,504,30,196,80,102,0,0,30,209,550,12902,75421,90,1575,470,2368,90,185,510,609,430,159,550,3344,420,2708,30,67,50,13,30,19,40,67,510,4514,120,1151,0,0,830,85305,830,14640,0,0,0,0,350,447,120,41,60,32,90,134,0,0,130,180,50,11,120,504,0,0,0,0,0,0,820,15101,0,0,0,0,0,0,80,75,0,0,830,14193,830,14834,0,0,0,0,350,1726,430,1671
1,AL,35601,6,270,30,230,0,230,730,230,0,0,0,0,0,0,120,110176,270,111696,220,48225,210,1265,170,7152,170,6360,150,401,50,2751,170,10310,50,4689,70,5502,0,0,0,70,1990,120,24951,100,1520,0,0,0,0,50,578,0,0,0,0,0,0,0,0,240,12974,98325,0,0,230,3467,0,0,230,505,180,79,240,4087,170,1475,0,0,0,0,0,0,30,83,230,6853,50,863,0,0,270,94743,270,24671,110,374,0,0,130,903,100,724,0,0,0,0,0,0,0,0,0,0,60,395,0,0,0,0,0,0,260,25287,0,0,0,0,0,0,0,0,0,0,270,23814,270,24805,90,102,130,499,130,2621,90,1091
1,AL,35603,1,4940,3140,650,1080,2620,6900,2270,170,170,0,60,120,1000,1020,63417,4940,64391,3860,47799,720,486,390,766,350,507,80,34,710,4224,310,37,350,2245,790,7881,0,130,399,350,691,60,-84,770,974,0,0,0,0,50,193,0,0,110,94,50,137,0,0,340,5134,5240,280,2585,100,78,200,173,180,140,200,48,330,454,190,833,0,0,0,0,30,49,0,0,270,809,110,343,0,0,2140,12211,2160,1318,0,0,120,41,610,194,40,1,50,16,160,84,240,37,160,46,0,0,570,782,370,1531,370,1516,90,50,4520,10950,1750,4976,1590,4462,1110,1411,280,249,190,105,1790,1124,2350,1980,0,0,0,0,440,328,4230,9255
1,AL,35603,2,3100,1340,970,710,1860,6090,2030,150,100,40,0,70,610,810,112011,3100,113130,2550,84921,720,530,350,755,320,508,310,172,350,2281,270,448,350,3516,780,14406,60,80,217,700,4873,80,404,560,1119,80,19,0,0,50,280,50,185,200,219,20,59,0,0,680,10380,26064,340,2595,450,773,220,250,460,366,400,110,680,1527,420,2093,30,85,30,12,140,158,0,0,580,2454,220,1386,0,0,2960,55104,2950,6713,0,0,120,85,1310,1157,60,2,200,116,240,258,500,92,710,625,100,61,240,573,190,831,200,873,100,62,3040,12787,750,1549,620,1307,580,873,200,173,80,87,2390,5557,2530,6250,0,0,0,0,470,590,2570,6986
1,AL,35603,3,1880,560,1050,230,1200,4190,1260,40,40,0,0,0,210,620,115520,1880,116553,1520,82139,690,584,350,1021,320,760,400,259,280,1627,280,517,280,3717,630,16731,0,50,162,550,8763,90,654,460,1033,60,15,0,0,40,213,30,146,190,216,30,61,0,0,720,12336,44357,220,1708,530,1286,180,243,590,510,450,134,720,2210,540,3070,0,0,30,25,190,292,0,0,610,3242,240,1631,40,199,1870,73405,1870,10048,20,21,40,63,770,1082,90,7,130,72,150,195,160,27,500,744,60,23,200,491,50,175,50,208,40,31,1870,12427,0,0,0,0,110,163,110,112,0,0,1770,8966,1810,9586,0,0,0,0,490,919,1350,3645
1,AL,35603,4,1430,220,1090,100,930,3540,1020,0,0,0,0,0,120,500,124659,1430,125700,1180,87553,640,742,370,1289,350,1049,490,375,230,1495,280,878,250,4534,550,17781,20,30,115,440,9475,90,1115,390,1041,80,20,0,0,30,226,40,239,150,158,0,0,0,0,720,13767,62836,190,1370,590,1915,120,212,660,574,510,152,720,2896,590,3556,0,0,30,29,180,261,0,0,650,4206,200,1340,0,0,1430,87788,1420,12645,0,0,20,49,630,1020,80,4,120,63,150,219,0,0,420,675,70,41,150,350,0,0,30,101,20,29,1420,14308,0,0,0,0,0,0,110,113,0,0,1420,11625,1420,12092,0,0,0,0,390,946,990,3018
1,AL,35603,5,2140,180,1890,70,1280,5760,1740,0,0,0,0,0,120,710,288200,2140,290404,1880,218713,1190,1261,770,3121,720,2548,1180,1162,380,3468,590,3505,390,9715,800,31361,60,60,193,510,12663,200,3348,660,2204,160,45,30,751,60,547,80,450,190,208,40,76,0,0,1500,34750,208776,180,1832,1390,7185,130,364,1430,1716,1160,421,1500,9688,1250,8576,60,240,100,52,50,36,50,43,1400,11837,280,2383,30,300,2130,221809,2130,38062,0,0,0,0,910,1118,200,29,160,83,270,354,0,0,400,530,110,31,260,667,0,0,0,0,0,0,2130,40429,0,0,0,0,0,0,250,225,0,0,2130,36944,2130,37891,0,0,0,0,790,2776,1280,4927
1,AL,35603,6,460,20,430,0,330,1300,410,0,0,0,0,0,0,160,189178,460,192739,420,86539,360,1769,260,4192,250,3648,300,859,100,7117,240,28792,90,4153,160,9289,30,0,0,100,2677,180,43373,180,3561,0,0,0,0,80,1108,0,0,0,0,0,0,50,1319,420,18714,176028,0,0,400,6458,0,0,410,887,320,157,420,7636,310,2835,0,0,30,18,0,0,40,129,400,8561,60,687,20,228,460,166152,460,42119,110,461,0,0,150,938,100,61,20,12,0,0,0,0,0,0,0,0,100,694,0,0,0,0,0,0,460,37762,0,0,0,0,0,0,0,0,0,0,460,41181,460,42546,170,164,210,369,260,8903,150,1947
1,AL,35610,1,290,190,70,30,210,420,110,0,0,0,0,0,40,80,3519,290,3558,200,2353,50,21,0,0,0,0,0,0,60,420,30,50,20,136,50,627,20,0,0,0,0,0,0,70,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,625,110,65,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,60,71,50,204,50,202,20,12,260,547,110,233,90,197,50,54,0,0,20,10,90,59,150,134,0,0,0,0,40,41,230,453
1,AL,35610,2,190,60,100,30,150,420,140,0,0,0,0,0,40,50,6761,190,6817,160,5462,50,59,40,26,30,22,0,0,30,265,0,0,30,209,40,854,30,40,104,60,202,0,0,40,56,0,0,0,0,0,0,0,0,30,22,0,0,0,0,50,595,1476,40,237,30,42,0,0,0,0,30,4,50,80,30,103,0,0,0,0,0,0,0,0,30,91,0,0,0,0,180,3019,180,361,0,0,0,0,90,76,0,0,0,0,30,21,60,9,70,65,0,0,20,66,0,0,0,0,0,0,180,815,60,130,50,101,40,53,0,0,0,0,140,284,160,359,0,0,0,0,30,50,160,504
1,AL,35610,3,130,40,100,0,120,320,90,0,0,0,0,0,0,40,8399,130,8445,120,6783,40,11,0,0,0,0,50,32,40,102,30,21,0,0,40,1242,30,0,0,30,477,0,0,30,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,723,2688,0,0,40,94,0,0,30,17,30,6,40,134,30,186,0,0,0,0,0,0,0,0,30,111,40,316,0,0,130,5289,130,722,0,0,0,0,60,87,0,0,0,0,0,0,0,0,40,65,0,0,30,41,0,0,0,0,0,0,130,952,0,0,0,0,0,0,40,28,0,0,130,635,130,653,0,0,0,0,40,84,110,345
1,AL,35610,4,80,0,70,0,70,220,70,0,0,0,0,0,0,40,6633,80,6693,70,5400,40,24,30,12,20,10,20,18,0,0,0,0,20,272,40,1686,40,0,0,40,751,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,444,2189,0,0,20,78,0,0,20,13,40,11,30,107,20,117,0,0,0,0,0,0,0,0,20,102,20,147,0,0,80,4648,80,632,0,0,0,0,40,75,0,0,0,0,20,24,0,0,40,77,0,0,0,0,0,0,0,0,0,0,80,796,0,0,0,0,0,0,0,0,0,0,80,557,80,583,0,0,0,0,0,0,60,243
1,AL,35610,5,60,0,50,0,50,170,60,0,0,0,0,0,0,0,7443,60,7443,50,5526,30,10,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,718,4647,0,0,30,179,0,0,30,22,0,0,30,213,30,174,0,0,0,0,0,0,0,0,30,231,0,0,0,0,60,5691,60,980,0,0,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1036,0,0,0,0,0,0,0,0,0,0,60,944,60,977,0,0,0,0,20,132,30,160
1,AL,35610,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AL,35611,1,4450,2530,680,1180,2320,7390,2820,190,160,30,60,220,1100,830,58659,4450,59526,3510,45301,460,352,200,252,180,182,50,25,720,5299,150,106,220,1357,620,6334,40,110,303,220,391,50,121,770,867,0,0,0,0,40,139,0,0,90,74,40,95,0,0,220,3445,3243,180,1822,80,69,110,82,100,69,100,15,210,255,100,530,0,0,0,0,0,0,0,0,160,417,70,278,0,0,1760,9962,1790,1078,0,0,100,34,510,160,0,0,30,9,110,58,180,29,190,56,0,0,610,857,270,1150,290,1183,110,56,4170,11338,1980,5605,1810,4927,1300,1682,220,181,140,67,1450,917,2080,1854,0,0,0,0,340,222,3940,9653
1,AL,35611,2,2710,1110,840,680,1540,5780,2240,80,80,0,0,100,580,610,95692,2710,96433,2320,77252,410,305,190,342,180,260,190,95,290,1612,130,298,180,1634,600,11091,40,60,196,510,3266,50,234,420,741,40,9,0,0,40,186,40,137,160,154,20,46,0,0,410,5863,15208,210,1523,260,380,130,143,280,145,240,52,410,741,260,1186,0,0,30,16,90,115,0,0,330,1330,140,866,0,0,2560,45761,2550,5570,0,0,100,64,1160,961,30,1,120,71,170,178,460,95,670,578,60,40,180,364,140,588,150,639,120,85,2660,11164,710,1565,580,1322,610,1042,140,125,40,38,2010,4609,2130,5114,0,0,0,0,380,473,2300,6480
1,AL,35611,3,1220,390,680,140,740,2710,810,20,20,0,0,0,170,370,74553,1220,75189,1030,55763,330,317,150,315,140,224,230,141,170,912,120,462,140,1470,390,10196,40,30,122,300,4514,50,1115,280,636,30,8,0,0,40,209,20,87,120,122,20,43,0,0,380,5984,23364,120,976,290,707,80,126,280,189,250,59,380,1091,260,1372,20,65,0,0,80,80,0,0,310,1612,120,810,30,578,1220,48348,1220,6698,0,0,30,72,520,759,30,1,70,38,110,133,110,16,340,525,40,39,120,300,20,95,40,205,40,29,1210,8217,0,0,0,0,50,67,80,72,0,0,1170,5939,1180,6294,0,0,0,0,310,591,890,2431
1,AL,35611,4,770,120,600,40,490,1930,560,0,0,0,0,0,70,260,66448,770,66992,650,47204,310,388,150,598,140,449,210,147,120,718,130,626,120,1393,320,10995,40,40,129,210,4367,60,425,220,544,40,11,0,0,0,0,20,117,70,62,0,0,0,0,300,5495,26503,80,455,250,807,50,89,270,214,210,58,300,1183,230,1395,0,0,0,0,80,93,0,0,280,1740,80,517,0,0,770,47419,770,6836,0,0,0,0,340,576,50,5,60,36,100,133,0,0,220,362,30,16,100,233,0,0,0,0,0,0,770,7820,0,0,0,0,0,0,80,78,0,0,760,6260,760,6579,0,0,0,0,210,536,540,1721
1,AL,35611,5,860,100,740,20,510,2260,660,0,0,0,0,0,50,280,113564,860,114490,750,84136,440,618,250,1086,230,820,410,429,150,1247,220,2236,140,3206,340,14853,70,0,0,220,5274,80,1393,280,926,60,15,0,0,20,191,30,185,80,88,30,56,0,0,540,12127,73920,80,794,500,2507,50,96,510,539,440,157,540,3309,460,3132,0,0,40,10,0,0,0,0,510,3904,120,912,0,0,860,88325,860,15147,0,0,0,0,330,402,60,5,50,26,100,146,0,0,160,199,50,17,100,242,0,0,0,0,0,0,850,15840,0,0,0,0,0,0,90,91,0,0,850,14745,860,15106,0,0,0,0,350,1313,480,1858
1,AL,35611,6,170,0,150,0,140,410,90,0,0,0,0,0,0,70,63742,170,64728,150,30585,130,579,80,1254,80,1035,110,176,40,3974,80,3523,30,2357,70,5050,0,0,0,40,1166,60,11301,60,986,0,0,0,0,30,302,0,0,0,0,0,0,0,0,150,8072,57250,0,0,150,1728,0,0,150,319,120,50,150,2133,110,1161,0,0,0,0,0,0,0,0,150,2441,0,0,0,0,170,54212,170,14335,50,150,0,0,50,46,40,11,0,0,0,0,0,0,0,0,0,0,40,465,0,0,0,0,0,0,160,13319,0,0,0,0,0,0,0,0,0,0,170,14263,170,15070,70,79,70,143,100,2654,50,322
1,AL,35613,1,2500,1720,390,350,1210,3110,850,80,60,20,0,60,380,540,30649,2500,31262,1870,22252,430,248,200,351,190,257,50,20,410,2728,160,143,190,1291,400,3992,30,50,148,190,398,40,20,460,613,0,0,0,0,40,138,0,0,80,60,20,58,0,0,200,3104,3006,160,1539,80,109,100,81,110,78,120,24,200,296,120,597,0,0,0,0,20,28,0,0,150,434,60,175,0,0,1090,6379,1110,689,0,0,60,22,270,90,20,4,0,0,80,44,100,17,60,21,0,0,340,477,180,871,190,850,40,20,2250,4687,730,1877,640,1585,400,513,110,98,110,55,950,599,1250,1115,0,0,0,0,250,222,2090,3763
1,AL,35613,2,1680,740,630,260,920,3360,1060,50,50,0,0,40,270,430,61639,1680,62548,1350,45919,380,291,190,328,170,242,170,80,240,1570,160,146,180,1767,470,9378,30,40,123,420,2794,50,346,380,909,60,15,0,0,40,266,30,77,150,141,40,78,0,0,380,5524,14696,170,1342,240,411,130,150,290,217,250,54,380,845,280,1476,0,0,0,0,80,100,0,0,300,1002,140,720,0,0,1610,30311,1600,3708,0,0,60,45,640,557,40,2,90,46,120,132,260,54,350,318,30,10,160,455,80,335,90,379,60,41,1650,7100,390,767,300,586,290,440,100,85,30,28,1330,3151,1430,3682,0,0,0,0,250,337,1420,3679
